"";"SchoolName2";"variable";"estimate";"Total";"Percent";"LeaveTime";"CumPer";"LeaveDT";"School.name";"Proposed.tier";"Start";"End";"Type";"Name";"Address";"State";"MailingAddress";"CurrentStartTime";"Total.Students";"Female";"%.Female";"Gender.X";"%.Gender.X";"Male";"%.Male";"American.Indian/.Alaskan.Native";"%.American.Indian/.Alaskan.Native";"Asian";"%.Asian";"Black/.African.American";"%.Black/.African.American";"Hispanic/.Latino.of.any.race(s)";"%.Hispanic/.Latino.of.any.race(s)";"Native.Hawaiian/.Other.Pacific.Islander";"%.Native.Hawaiian/.Other.Pacific.Islander";"Two.or.More.Races";"%.Two.or.More.Races";"White";"%.White";"English.Language.Learners";"%.English.Language.Learners";"Foster.Care";"%.Foster.Care";"Highly.Capable";"%.Highly.Capable";"Homeless";"%.Homeless";"Low-Income";"%.Low-Income";"Migrant";"%.Migrant";"Military.Parent";"%.Military.Parent";"Mobile";"%.Moble";"Section.504";"%.Section.504";"Students.with.Disabilities";"%.Students.with.Disabilities";"Non-English.Language.Learners";"%.Non-English.Language.Learners";"Non-Foster.Care";"%.Non-Foster.Care";"Non-Highly.Capable";"%.Non-Highly.Capable";"Non-Homeless";"%.Non-Homeless";"Non-Low.Income";"%.Non-Low.Income";"Non.Migrant";"%.Non.Migrant";"Non.Military.Parent";"%.Non.Military.Parent";"Non.Mobile";"%.Non.Mobile";"Non.Section.504";"%.Non.Section.504";"Students.without.Disabilities";"%.Students.without.Disabilities";"2020-21.FRPL.%.based.on.2019-20.as.of.Mar.31";"2020-21.Preliminary.FRPL.%.based.on.2019-20.data.as.of.Mar.6";"2020-21.Preliminary.FRPL.%.based.on.2019-20.data.as.of.Jan.29";"2019-20.FINAL.FRPL.%.based.on.2018-19.data";"2018-19.FINAL.FRPL.%.based.on.2017-18..data";"3.Year.Average.for.2020-21.Eligibility";"Preliminary.High.Poverty.Eligibility.for.SY.2020-21";"Title.I.School.Wide";"Title1";"ProposedStart";"TimeShift";"ADR_LGT";"ADR_LTT";"GEOID";"median_hhi";"HHI_group";"NeedToLeave";"HighPoverty";"FRPL"
"23";"Edmonds S. Meany Middle School";"Go2Work_0800";14203;99248;0,143106158310495;8H 0M 0S;0,389509108495889;2022-04-26 08:00:00;"Meany​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Meany Middle School";"301 21st Ave. E";"Seattle, WA 98112";"301 21st Ave. E,Seattle, WA 98112";2022-04-26 08:55:00;499;222;0,4448897796;9;0,01803607214;268;0,5370741483;5;0,01002004008;52;0,1042084168;150;0,3006012024;57;0,1142284569;1;0,002004008016;59;0,1182364729;175;0,3507014028;57;0,1142284569;0;0;29;0,05811623246;42;0,08416833667;255;0,5110220441;0;0;1;0,002004008016;21;0,04208416834;11;0,02204408818;91;0,0001686740214;442;0,8857715431;498;0,997995992;470;0,9418837675;457;0,9158316633;244;0,4889779559;499;1;498;0,997995992;478;0,9579158317;488;0,9779559118;408;0,8176352705;0,4447;0,4447;0,4447;0,4415;0,460285132382892;0,4488;"No";NA;"No";2022-04-26 08:30:00;-25;-122,30541;47,62267;"53033007600";110652,044247788;"100-150K";2022-04-26 08:00:00;"No";0,4488
"24";"Emerson Elementary School";"Go2Work_0900";402;10655;0,0377287658376349;9H 0M 0S;0,702956358517128;2022-04-26 09:00:00;"Emerson​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Emerson Elementary";"9709 60th Ave. S";"Seattle, WA 98118";"9709 60th Ave. S,Seattle, WA 98118";2022-04-26 07:55:00;304;162;0,5328947368;1;0,003289473684;141;0,4638157895;0;0;43;0,1414473684;156;0,5131578947;54;0,1776315789;1;0,003289473684;27;0,08881578947;23;0,07565789474;139;0,4572368421;0;0;7;0,02302631579;15;0,04934210526;226;0,7434210526;0;0;1;0,003289473684;12;0,03947368421;0;0;47;0,0001623095568;165;0,5427631579;302;0,9934210526;297;0,9769736842;289;0,9506578947;78;0,2565789474;304;1;303;0,9967105263;292;0,9605263158;304;1;257;0,8453947368;0,6479;0,6479;0,6479;0,6375;0,677304964539007;0,6542;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,25873;47,514765;"53033011802";88875,2666666667;"50-100K";2022-04-26 09:00:00;"Yes";0,6542
"25";"Fairmount Park Elementary School";"Go2Work_0700";1115;13049;0,0854471607019695;7H 0M 0S;0,240478197563032;2022-04-26 07:00:00;"Fairmount Park​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Fairmount Park Elementary";"3800 SW Findlay St.";"Seattle, WA 98126";"3800 SW Findlay St.,Seattle, WA 98126";2022-04-26 07:55:00;437;217;0,4965675057;0;0;220;0,5034324943;4;0,009153318078;34;0,07780320366;33;0,07551487414;48;0,1098398169;0;0;80;0,1830663616;238;0,5446224256;29;0,06636155606;0;0;70;0,1601830664;3;0,006864988558;88;0,2013729977;0;0;3;0,006864988558;11;0,02517162471;3;0,006864988558;81;1,570935597e-05;408;0,9336384439;436;0,9977116705;367;0,8398169336;434;0,9931350114;349;0,7986270023;437;1;434;0,9931350114;426;0,9748283753;434;0,9931350114;356;0,8146453089;0,1314;0,1314;0,1314;0,126;0,139925373134328;0,1324;"No";NA;"No";2022-04-26 07:40:00;-15;-122,380245;47,55264;"53033010501";107002,466666667;"100-150K";2022-04-26 07:10:00;"No";0,1324
"26";"Franklin High School";"Go2Work_0800";5122;37810;0,135466807722825;8H 0M 0S;0,499471039407564;2022-04-26 08:00:00;"Franklin​";2;"8:30 a.m.";"3:20 p.m.";"High School";"Franklin High School";"3013 S Mt Baker Blvd.";"Seattle, WA 98144";"3013 S Mt Baker Blvd.,Seattle, WA 98144";2022-04-26 08:45:00;1284;631;0,4914330218;5;0,003894080997;648;0,5046728972;3;0,002336448598;481;0,3746105919;348;0,2710280374;217;0,1690031153;8;0,006230529595;79;0,06152647975;148;0,1152647975;280;0,2180685358;0;0;33;0,02570093458;41;0,03193146417;870;0,6775700935;1;0,0007788161994;4;0,003115264798;35;0,02725856698;11;0,008566978193;157;2,486874157e-05;1004;0,7819314642;1281;0,9976635514;1251;0,9742990654;1243;0,9680685358;414;0,3224299065;1283;0,9992211838;1280;0,9968847352;1249;0,972741433;1273;0,9914330218;1127;0,8777258567;0,6233;0,6228;0,6228;0,6469;0,680155642023346;0,6501;"Yes";NA;"No";2022-04-26 08:30:00;-15;-122,293;47,576215;"53033009500";86920,3035714286;"50-100K";2022-04-26 08:00:00;"Yes";0,6501
"27";"Frantz Coe Elementary School";"Go2Work_0700";853;12617;0,0676071966394547;7H 0M 0S;0,148133470714116;2022-04-26 07:00:00;"Coe​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Coe Elementary";"2424 7th Ave. W";"Seattle, WA 98119";"2424 7th Ave. W,Seattle, WA 98119";2022-04-26 07:55:00;446;228;0,5112107623;0;0;218;0,4887892377;0;0;46;0,1031390135;12;0,0269058296;27;0,06053811659;1;0,002242152466;67;0,1502242152;293;0,6569506726;20;0,04484304933;0;0;33;0,07399103139;1;0,002242152466;33;0,07399103139;0;0;1;0,002242152466;7;0,01569506726;4;0,008968609865;65;5,027247682e-06;426;0,9551569507;444;0,9955156951;413;0,9260089686;445;0,9977578475;413;0,9260089686;446;1;445;0,9977578475;439;0,9843049327;442;0,9910313901;381;0,8542600897;0,0488;0,0488;0,0488;0,0542;0,0767857142857143;0,0599;"No";NA;"No";2022-04-26 07:40:00;-15;-122,3656;47,64059;"53033005902";131186,235294118;"100-150K";2022-04-26 07:10:00;"No";0,0599
"28";"Garfield High School";"Go2Work_0800";14621;102907;0,142079741902883;8H 0M 0S;0,387884206127863;2022-04-26 08:00:00;"Garfield ​";2;"8:30 a.m.";"3:20 p.m.";"High School";"Garfield High School";"400 23rd Ave.";"Seattle, WA 98122";"400 23rd Ave.,Seattle, WA 98122";2022-04-26 08:45:00;1679;796;0,4740917213;18;0,01072066706;865;0,5151876117;6;0,003573555688;214;0,1274568195;448;0,2668254914;126;0,07504466945;10;0,005955926147;189;0,1125670042;686;0,4085765337;113;0,06730196546;0;0;486;0,2894580107;41;0,0244192972;634;0,3776057177;0;0;12;0,007147111376;68;0,0405002978;54;0,03216200119;159;1,454395307e-05;1566;0,9326980345;1675;0,9976176295;1193;0,7105419893;1638;0,9755807028;1045;0,6223942823;1679;1;1667;0,9928528886;1611;0,9594997022;1625;0,9678379988;1520;0,9053007743;0,2948;0,295;0,2937;0,2985;0,303340517241379;0,2989;"No";NA;"No";2022-04-26 08:30:00;-15;-122,30182;47,60513;"53033008800";108513,093220339;"100-150K";2022-04-26 08:00:00;"No";0,2989
"29";"Gatewood Elementary School";"Go2Work_0700";759;7613;0,0996978851963746;7H 0M 0S;0,31774596085643;2022-04-26 07:00:00;"Gatewood​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Gatewood Elementary";"4320 SW Myrtle St.";"Seattle, WA 98136";"4320 SW Myrtle St.,Seattle, WA 98136";2022-04-26 07:55:00;349;156;0,446991404;1;0,002865329513;192;0,5501432665;1;0,002865329513;12;0,03438395415;17;0,04871060172;26;0,07449856734;1;0,002865329513;50;0,1432664756;242;0,6934097421;17;0,04871060172;0;0;4;0,01146131805;4;0,01146131805;51;0,1461318052;0;0;2;0,005730659026;5;0,01432664756;4;0,01146131805;38;3,284045287e-05;332;0,9512893983;346;0,9914040115;345;0,9885386819;345;0,9885386819;298;0,8538681948;349;1;347;0,994269341;344;0,9856733524;345;0,9885386819;311;0,8911174785;0,1421;0,1421;0,1421;0,1671;0,212765957446809;0,174;"No";NA;"No";2022-04-26 07:40:00;-15;-122,3885;47,54025;"53033010602";114905,909090909;"100-150K";2022-04-26 07:10:00;"No";0,174
"30";"Genesee Hill Elementary";"Go2Work_0700";1173;10880;0,1078125;7H 0M 0S;0,273161764705882;2022-04-26 07:00:00;"Genesee Hill​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Genesee Hill Elementary";"5013 SW Dakota St.";"Seattle, WA 98116";"5013 SW Dakota St.,Seattle, WA 98116";2022-04-26 07:55:00;543;282;0,5193370166;2;0,003683241252;259;0,4769797422;2;0,003683241252;10;0,01841620626;16;0,02946593002;44;0,08103130755;0;0;80;0,1473296501;391;0,7200736648;18;0,03314917127;0;0;8;0,01473296501;2;0,003683241252;50;0,09208103131;0;0;3;0,005524861878;3;0,005524861878;3;0,005524861878;100;6,783133061e-06;525;0,9668508287;541;0,9963167587;535;0,985267035;541;0,9963167587;493;0,9079189687;543;1;540;0,9944751381;540;0,9944751381;540;0,9944751381;443;0,8158379374;0,0753;0,0753;0,0753;0,0826;0,0891364902506964;0,0823;"No";NA;"No";2022-04-26 07:40:00;-15;-122,39654;47,56628;"53033009702";125603,785714286;"100-150K";2022-04-26 07:10:00;"No";0,0823
"31";"Graham Hill Elementary School";"Go2Work_0700";569;8650;0,0657803468208092;7H 0M 0S;0,286820809248555;2022-04-26 07:00:00;"Graham Hill​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Graham Hill Elementary";"5149 S Graham St.";"Seattle, WA 98118";"5149 S Graham St.,Seattle, WA 98118";2022-04-26 07:55:00;267;111;0,4157303371;0;0;156;0,5842696629;0;0;42;0,1573033708;94;0,3520599251;55;0,2059925094;2;0,007490636704;23;0,0861423221;51;0,191011236;97;0,3632958801;0;0;8;0,02996254682;20;0,07490636704;151;0,5655430712;0;0;3;0,01123595506;12;0,04494382022;1;0,003745318352;42;0,0002805481912;170;0,6367041199;265;0,9925093633;259;0,9700374532;247;0,925093633;116;0,4344569288;267;1;264;0,9887640449;255;0,9550561798;266;0,9962546816;225;0,8426966292;0,5289;0,5289;0,5273;0,5652;0,620111731843575;0,5714;"Yes";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,26855;47,54579;"53033011102";99959,5833333333;"50-100K";2022-04-26 07:10:00;"Yes";0,5714
"32";"Green Lake Elementary School";"Go2Work_0900";3236;30442;0,106300505880034;9H 0M 0S;0,674462913080612;2022-04-26 09:00:00;"Green Lake​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Green Lake Elementary";"2400 N 65th St.";"Seattle, WA 98103";"2400 N 65th St.,Seattle, WA 98103";2022-04-26 07:55:00;308;168;0,5454545455;1;0,003246753247;139;0,4512987013;0;0;26;0,08441558442;17;0,05519480519;17;0,05519480519;1;0,003246753247;46;0,1493506494;201;0,6525974026;30;0,0974025974;0;0;9;0,02922077922;3;0,00974025974;49;0,1590909091;0;0;2;0,006493506494;16;0,05194805195;2;0,006493506494;44;3,162421994e-05;278;0,9025974026;308;1;299;0,9707792208;305;0,9902597403;259;0,8409090909;308;1;306;0,9935064935;292;0,9480519481;306;0,9935064935;264;0,8571428571;0,096;0,096;0,096;0,1106;0,120092378752887;0,1089;"No";NA;"No";2022-04-26 09:30:00;95;-122,32845;47,67603;"53033003601";104758,125;"100-150K";2022-04-26 09:00:00;"No";0,1089
"33";"Greenwood Elementary School";"Go2Work_0900";840;9388;0,0894759267149553;9H 0M 0S;0,788666382616106;2022-04-26 09:00:00;"Greenwood​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Greenwood Elementary";"144 NW 80th St.";"Seattle, WA 98117";"144 NW 80th St.,Seattle, WA 98117";2022-04-26 07:55:00;317;164;0,5173501577;3;0,009463722397;150;0,4731861199;2;0,006309148265;11;0,03470031546;13;0,04100946372;20;0,06309148265;3;0,009463722397;40;0,1261829653;228;0,7192429022;13;0,04100946372;0;0;23;0,07255520505;7;0,02208201893;39;0,1230283912;0;0;0;0;10;0,03154574132;7;0,02208201893;41;6,96593657e-05;304;0,9589905363;317;1;294;0,927444795;310;0,9779179811;278;0,8769716088;317;1;317;1;307;0,9684542587;310;0,9779179811;276;0,8706624606;0,1184;0,1184;0,1184;0,1227;0,127536231884058;0,1229;"No";NA;"No";2022-04-26 09:30:00;95;-122,36005;47,68728;"53033002900";110139,181818182;"100-150K";2022-04-26 09:00:00;"No";0,1229
"34";"Hamilton International Middle School";"Go2Work_0800";7633;53220;0,143423524990605;8H 0M 0S;0,418376550169109;2022-04-26 08:00:00;"Hamilton​";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Hamilton International Middle School";"1610 N 41st St.";"Seattle, WA 98103";"1610 N 41st St.,Seattle, WA 98103";2022-04-26 08:55:00;924;439;0,4751082251;11;0,0119047619;474;0,512987013;1;0,001082251082;77;0,08333333333;24;0,02597402597;101;0,1093073593;2;0,002164502165;139;0,1504329004;580;0,6277056277;14;0,01515151515;0;0;302;0,3268398268;2;0,002164502165;89;0,09632034632;0;0;4;0,004329004329;7;0,007575757576;27;0,02922077922;97;2,34253481e-06;910;0,9848484848;923;0,9989177489;622;0,6731601732;922;0,9978354978;835;0,9036796537;924;1;920;0,9956709957;917;0,9924242424;897;0,9707792208;827;0,895021645;0,0888;0,0888;0,0887;0,0885;0,0882352941176471;0,0885;"No";NA;"No";2022-04-26 08:30:00;-25;-122,33802;47,657455;"53033005000";106714,253731343;"100-150K";2022-04-26 08:00:00;"No";0,0885
"35";"Hawthorne Elementary School";"Go2Work_0700";765;11361;0,0673356218642725;7H 0M 0S;0,23175776780213;2022-04-26 07:00:00;"Hawthorne​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Hawthorne Elementary";"4100 39th Ave. S";"Seattle, WA 98118";"4100 39th Ave. S,Seattle, WA 98118";2022-04-26 07:55:00;370;178;0,4810810811;2;0,005405405405;190;0,5135135135;1;0,002702702703;37;0,1;53;0,1432432432;54;0,1459459459;0;0;55;0,1486486486;170;0,4594594595;52;0,1405405405;0;0;35;0,09459459459;16;0,04324324324;115;0,3108108108;0;0;0;0;15;0,04054054054;0;0;48;0,0001168736304;318;0,8594594595;370;1;335;0,9054054054;354;0,9567567568;255;0,6891891892;370;1;370;1;355;0,9594594595;370;1;322;0,8702702703;0,3977;0,3977;0,3977;0,4566;0,523341523341523;0,4592;"No";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,283375;47,565715;"53033010102";103826,941176471;"100-150K";2022-04-26 07:10:00;"No";0,4592
"36";"Hazel Wolf K-8";"Go2Work_0900";3553;41142;0,0863594380438481;9H 0M 0S;0,748383646881532;2022-04-26 09:00:00;"Hazel Wolf​";3;"9:30 a.m.";"4 p.m.";"K-8";"Hazel Wolf K-8";"11530 12th Ave. NE";"Seattle, WA 98125";"11530 12th Ave. NE,Seattle, WA 98125";2022-04-26 08:55:00;709;347;0,4894217207;5;0,007052186178;357;0,5035260931;0;0;80;0,1128349788;63;0,08885754584;48;0,06770098731;4;0,005641748942;107;0,1509167842;407;0,5740479549;76;0,1071932299;0;0;40;0,05641748942;4;0,005641748942;128;0,1805359661;0;0;4;0,005641748942;5;0,007052186178;18;0,02538787024;100;7,957332782e-06;633;0,8928067701;707;0,9971791255;669;0,9435825106;705;0,9943582511;581;0,8194640339;709;1;705;0,9943582511;704;0,9929478138;691;0,9746121298;609;0,8589562764;0,1452;0,1452;0,1452;0,1829;0,210597826086957;0,1796;"No";NA;"No";2022-04-26 09:30:00;35;-122,314505;47,713435;"53033000601";98810,3103448276;"50-100K";2022-04-26 09:00:00;"No";0,1796
"37";"Highland Park Elementary School";"Go2Work_0700";986;9384;0,105072463768116;7H 0M 0S;0,375745950554135;2022-04-26 07:00:00;"Highland Park​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Highland Park Elementary";"1012 SW Trenton St.";"Seattle, WA 98106";"1012 SW Trenton St.,Seattle, WA 98106";2022-04-26 07:55:00;296;135;0,4560810811;0;0;161;0,5439189189;1;0,003378378378;49;0,1655405405;50;0,1689189189;89;0,3006756757;4;0,01351351351;33;0,1114864865;70;0,2364864865;85;0,2871621622;0;0;7;0,02364864865;17;0,05743243243;176;0,5945945946;0;0;3;0,01013513514;11;0,03716216216;0;0;37;0,0001940284879;211;0,7128378378;295;0,9966216216;289;0,9763513514;279;0,9425675676;120;0,4054054054;296;1;293;0,9898648649;285;0,9628378378;296;1;259;0,875;0,621;0,621;0,621;0,6476;0,732704402515723;0,6671;"Yes";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,34855;47,52544;"53033011300";77489,3333333333;"50-100K";2022-04-26 07:10:00;"Yes";0,6671
"38";"Ingraham High School";"Go2Work_0800";5990;47818;0,125266635994814;8H 0M 0S;0,516834664770588;2022-04-26 08:00:00;"Ingraham​";2;"8:30 a.m.";"3:20 p.m.";"High School";"Ingraham High School";"1819 N 135th St.";"Seattle, WA 98133";"1819 N 135th St.,Seattle, WA 98133";2022-04-26 08:55:00;1462;721;0,4931600547;16;0,01094391245;725;0,4958960328;6;0,004103967168;130;0,08891928865;159;0,10875513;249;0,1703146375;5;0,00341997264;158;0,1080711354;755;0,5164158687;141;0,09644322845;0;0;300;0,2051983584;45;0,03077975376;450;0,3077975376;22;0,01504787962;3;0,002051983584;46;0,03146374829;53;0,03625170999;226;2,105318315e-05;1321;0,9035567715;1458;0,9972640219;1162;0,7948016416;1417;0,9692202462;1012;0,6922024624;1440;0,9849521204;1459;0,9979480164;1416;0,9685362517;1409;0,96374829;1236;0,8454172367;0,2592;0,2592;0,2587;0,2749;0,271613832853026;0,2686;"No";NA;"No";2022-04-26 08:30:00;-25;-122,3379;47,72623;"53033000602";103333,682539683;"100-150K";2022-04-26 08:00:00;"No";0,2686
"39";"Jane Addams Middle School";"Go2Work_0800";5394;37731;0,142959370279081;8H 0M 0S;0,516180329172299;2022-04-26 08:00:00;"Jane Addams";2;"8:30 a.m.";"3:20 p.m.";"Middle School";"Jane Addams Middle School";"11051 34th Ave. NE";"Seattle, WA 98125";"11051 34th Ave. NE,Seattle, WA 98125";2022-04-26 08:55:00;965;449;0,4652849741;20;0,0207253886;496;0,5139896373;3;0,00310880829;138;0,1430051813;93;0,09637305699;140;0,1450777202;1;0,00103626943;132;0,1367875648;458;0,474611399;86;0,08911917098;0;0;325;0,3367875648;35;0,03626943005;308;0,3191709845;1;0,00103626943;4;0,00414507772;24;0,02487046632;16;0,01658031088;150;3,758490161e-05;879;0,910880829;964;0,9989637306;640;0,6632124352;930;0,9637305699;657;0,6808290155;964;0,9989637306;961;0,9958549223;941;0,9751295337;949;0,9834196891;815;0,8445595855;0,2906;0,2906;0,2906;0,2674;0,254644808743169;0,2709;"No";NA;"No";2022-04-26 08:30:00;-25;-122,29275;47,70986;"53033001000";101785,945454545;"100-150K";2022-04-26 08:00:00;"No";0,2709
"40";"John Hay Elementary School";"Go2Work_0900";4579;29060;0,157570543702684;9H 0M 0S;0,713007570543703;2022-04-26 09:00:00;"John Hay​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"John Hay Elementary";"201 Garfield St.";"Seattle, WA 98109";"201 Garfield St.,Seattle, WA 98109";2022-04-26 07:55:00;305;138;0,4524590164;0;0;167;0,5475409836;0;0;46;0,1508196721;14;0,04590163934;49;0,1606557377;0;0;46;0,1508196721;150;0,4918032787;43;0,1409836066;0;0;12;0,0393442623;10;0,03278688525;47;0,1540983607;1;0,003278688525;8;0,0262295082;21;0,06885245902;0;0;49;0,0001074979844;262;0,8590163934;305;1;293;0,9606557377;295;0,9672131148;258;0,8459016393;304;0,9967213115;297;0,9737704918;284;0,931147541;305;1;256;0,8393442623;0,1006;0,1006;0,1006;0,1206;0,118126272912424;0,1131;"No";NA;"No";2022-04-26 09:30:00;95;-122,35177;47,63293;"53033006800";117291,15625;"100-150K";2022-04-26 09:00:00;"No";0,1131
"41";"John Muir Elementary School";"Go2Work_0900";729;7486;0,0973817793213999;9H 0M 0S;0,764627304301362;2022-04-26 09:00:00;"John Muir​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"John Muir Elementary";"3301 S Horton St.";"Seattle, WA 98144";"3301 S Horton St.,Seattle, WA 98144";2022-04-26 07:55:00;336;159;0,4732142857;0;0;177;0,5267857143;0;0;30;0,08928571429;173;0,5148809524;38;0,1130952381;1;0,002976190476;34;0,1011904762;60;0,1785714286;112;0,3333333333;0;0;12;0,03571428571;11;0,03273809524;206;0,6130952381;0;0;2;0,005952380952;11;0,03273809524;0;0;52;9,743480726e-05;224;0,6666666667;329;0,9791666667;324;0,9642857143;325;0,9672619048;130;0,3869047619;336;1;334;0,994047619;325;0,9672619048;336;1;284;0,8452380952;0,5801;0,5801;0,5801;0,5906;0,665730337078652;0,6121;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,29067;47,573255;"53033009500";107090,818181818;"100-150K";2022-04-26 09:00:00;"Yes";0,6121
"42";"John Rogers Elementary School";"Go2Work_0700";1237;11899;0,103958315824859;7H 0M 0S;0,23052357340953;2022-04-26 07:00:00;"John Rogers​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"John Rogers Elementary";"4030 NE 109th St.";"Seattle, WA 98125";"4030 NE 109th St.,Seattle, WA 98125";2022-04-26 07:55:00;267;129;0,4831460674;0;0;138;0,5168539326;2;0,007490636704;22;0,08239700375;64;0,2397003745;32;0,1198501873;1;0,003745318352;36;0,1348314607;110;0,4119850187;51;0,191011236;0;0;7;0,02621722846;25;0,0936329588;101;0,3782771536;1;0,003745318352;1;0,003745318352;10;0,03745318352;0;0;35;0,000350685239;216;0,808988764;267;1;260;0,9737827715;242;0,9063670412;166;0,6217228464;266;0,9962546816;266;0,9962546816;257;0,9625468165;267;1;232;0,8689138577;0,3673;0,3673;0,3673;0,379;0,39541547277937;0,3806;"No";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,28478;47,70646;"53033000800";109656,470588235;"100-150K";2022-04-26 07:10:00;"No";0,3806
"43";"John Stanford International School";"Go2Work_0700";4426;55155;0,0802465778261264;7H 0M 0S;0,155416553349651;2022-04-26 07:00:00;"John Stanford​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"John Stanford International Elementary";"4057 5th Ave. NE";"Seattle, WA 98105";"4057 5th Ave. NE,Seattle, WA 98105";2022-04-26 07:55:00;443;247;0,5575620767;2;0,004514672686;194;0,4379232506;0;0;41;0,09255079007;7;0,0158013544;107;0,2415349887;0;0;93;0,2099322799;195;0,4401805869;67;0,151241535;0;0;35;0,07900677201;0;0;36;0,08126410835;0;0;4;0,009029345372;7;0,0158013544;2;0,004514672686;46;0;376;0,848758465;443;1;408;0,920993228;443;1;407;0,9187358916;443;1;439;0,9909706546;436;0,9841986456;441;0,9954853273;397;0,8961625282;0,0708;0,0708;0,0708;0,0662;0,081858407079646;0,073;"No";NA;"No";2022-04-26 07:40:00;-15;-122,32402;47,65735;"53033005201";107008,695652174;"100-150K";2022-04-26 07:10:00;"No";0,073
"44";"Kimball Elementary School";"Go2Work_0700";499;8306;0,0600770527329641;7H 0M 0S;0,241271370093908;2022-04-26 07:00:00;"Kimball​";1;"7:40 a.m.";"2 p.m.";"Elementary School";"Kimball Elementary";"7201 Beacon Ave. S";"Seattle, WA 98108";"7201 Beacon Ave. S,Seattle, WA 98108";2022-04-26 07:55:00;367;173;0,4713896458;2;0,005449591281;192;0,5231607629;1;0,00272479564;71;0,1934604905;100;0,272479564;54;0,1471389646;0;0;42;0,1144414169;99;0,2697547684;117;0,3188010899;0;0;23;0,06267029973;11;0,02997275204;169;0,4604904632;0;0;4;0,01089918256;6;0,01634877384;1;0,00272479564;71;8,16696241e-05;250;0,6811989101;365;0,9945504087;344;0,9373297003;356;0,970027248;198;0,5395095368;367;1;363;0,9891008174;361;0,9836512262;366;0,9972752044;296;0,8065395095;0,4161;0,4161;0,4161;0,4384;0,472972972972973;0,4425;"No";"School-wide";"School-wide";2022-04-26 07:40:00;-15;-122,29591;47,53809;"53033011002";81928,8333333333;"50-100K";2022-04-26 07:10:00;"No";0,4425
"45";"Lafayette Elementary School";"Go2Work_0800";1076;12165;0,0884504726674887;8H 0M 0S;0,521989313604603;2022-04-26 08:00:00;"Lafayette​";2;"8:30 a.m.";"3 p.m.";"Elementary School";"Lafayette Elementary";"2645 California Ave. SW";"Seattle, WA 98116";"2645 California Ave. SW,Seattle, WA 98116";2022-04-26 07:55:00;457;228;0,4989059081;1;0,002188183807;228;0,4989059081;1;0,002188183807;23;0,05032822757;24;0,05251641138;49;0,1072210066;3;0,006564551422;82;0,1794310722;275;0,601750547;21;0,04595185996;0;0;16;0,03501094092;7;0,01531728665;81;0,1772428884;0;0;15;0,03282275711;12;0,02625820569;0;0;71;3,351703863e-05;436;0,95404814;457;1;441;0,9649890591;450;0,9846827133;376;0,8227571116;457;1;442;0,9671772429;445;0,9737417943;457;1;386;0,8446389497;0,1351;0,1351;0,1351;0,1332;0,145038167938931;0,1378;"No";NA;"No";2022-04-26 08:30:00;35;-122,387;47,5799;"53033009801";119476,4;"100-150K";2022-04-26 08:00:00;"No";0,1378
"46";"Laurelhurst Elementary School";"Go2Work_0900";1845;17787;0,103727441389779;9H 0M 0S;0,633665036262439;2022-04-26 09:00:00;"Laurelhurst​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Laurelhurst Elementary";"4530 46th Ave. NE";"Seattle, WA 98105";"4530 46th Ave. NE,Seattle, WA 98105";2022-04-26 07:55:00;242;112;0,4628099174;1;0,004132231405;129;0,5330578512;1;0,004132231405;29;0,1198347107;21;0,0867768595;27;0,1115702479;0;0;40;0,1652892562;124;0,5123966942;23;0,09504132231;0;0;11;0,04545454545;2;0,00826446281;73;0,3016528926;0;0;3;0,01239669421;10;0,04132231405;0;0;50;3,415067277e-05;219;0,9049586777;241;0,9958677686;231;0,9545454545;240;0,9917355372;169;0,6983471074;242;1;239;0,9876033058;232;0,958677686;242;1;192;0,7933884298;0,2435;0,2435;0,2427;0,2815;0,23728813559322;0,2541;"No";NA;"No";2022-04-26 09:30:00;95;-122,27785;47,6622;"53033004102";113035,434782609;"100-150K";2022-04-26 09:00:00;"No";0,2541
