"";"SchoolName2";"variable";"estimate";"Total";"Percent";"LeaveTime";"CumPer";"LeaveDT";"School.name";"Proposed.tier";"Start";"End";"Type";"Name";"Address";"State";"MailingAddress";"CurrentStartTime";"Total.Students";"Female";"%.Female";"Gender.X";"%.Gender.X";"Male";"%.Male";"American.Indian/.Alaskan.Native";"%.American.Indian/.Alaskan.Native";"Asian";"%.Asian";"Black/.African.American";"%.Black/.African.American";"Hispanic/.Latino.of.any.race(s)";"%.Hispanic/.Latino.of.any.race(s)";"Native.Hawaiian/.Other.Pacific.Islander";"%.Native.Hawaiian/.Other.Pacific.Islander";"Two.or.More.Races";"%.Two.or.More.Races";"White";"%.White";"English.Language.Learners";"%.English.Language.Learners";"Foster.Care";"%.Foster.Care";"Highly.Capable";"%.Highly.Capable";"Homeless";"%.Homeless";"Low-Income";"%.Low-Income";"Migrant";"%.Migrant";"Military.Parent";"%.Military.Parent";"Mobile";"%.Moble";"Section.504";"%.Section.504";"Students.with.Disabilities";"%.Students.with.Disabilities";"Non-English.Language.Learners";"%.Non-English.Language.Learners";"Non-Foster.Care";"%.Non-Foster.Care";"Non-Highly.Capable";"%.Non-Highly.Capable";"Non-Homeless";"%.Non-Homeless";"Non-Low.Income";"%.Non-Low.Income";"Non.Migrant";"%.Non.Migrant";"Non.Military.Parent";"%.Non.Military.Parent";"Non.Mobile";"%.Non.Mobile";"Non.Section.504";"%.Non.Section.504";"Students.without.Disabilities";"%.Students.without.Disabilities";"2020-21.FRPL.%.based.on.2019-20.as.of.Mar.31";"2020-21.Preliminary.FRPL.%.based.on.2019-20.data.as.of.Mar.6";"2020-21.Preliminary.FRPL.%.based.on.2019-20.data.as.of.Jan.29";"2019-20.FINAL.FRPL.%.based.on.2018-19.data";"2018-19.FINAL.FRPL.%.based.on.2017-18..data";"3.Year.Average.for.2020-21.Eligibility";"Preliminary.High.Poverty.Eligibility.for.SY.2020-21";"Title.I.School.Wide";"Title1";"ProposedStart";"TimeShift";"ADR_LGT";"ADR_LTT";"GEOID";"median_hhi";"HHI_group";"NeedToLeave"
"255";"David T. Denny International Middle School";"Go2Work_0600";1825;32903;0,0554660669239887;6H 0M 0S;0,149226514299608;2022-04-26 06:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"256";"David T. Denny International Middle School";"Go2Work_0630";2653;32903;0,0806309455064888;6H 30M 0S;0,229857459806097;2022-04-26 06:30:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"257";"David T. Denny International Middle School";"Go2Work_0700";3330;32903;0,101206576907881;7H 0M 0S;0,331064036713977;2022-04-26 07:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"258";"David T. Denny International Middle School";"Go2Work_0730";4542;32903;0,138042123818497;7H 30M 0S;0,469106160532474;2022-04-26 07:30:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"259";"David T. Denny International Middle School";"Go2Work_0800";4018;32903;0,122116524329089;8H 0M 0S;0,591222684861563;2022-04-26 08:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"260";"David T. Denny International Middle School";"Go2Work_0830";3123;32903;0,0949153572622557;8H 30M 0S;0,686138042123818;2022-04-26 08:30:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"261";"David T. Denny International Middle School";"Go2Work_0900";1771;32903;0,0538248791903474;9H 0M 0S;0,739962921314166;2022-04-26 09:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"262";"David T. Denny International Middle School";"Go2Work_1000";2668;32903;0,0810868309880558;10H 0M 0S;0,821049752302222;2022-04-26 10:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"263";"David T. Denny International Middle School";"Go2Work_1100";876;32903;0,0266237121235146;11H 0M 0S;0,847673464425736;2022-04-26 11:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"264";"David T. Denny International Middle School";"Go2Work_1200";491;32903;0,0149226514299608;12H 0M 0S;0,862596115855697;2022-04-26 12:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"265";"David T. Denny International Middle School";"Go2Work_1600";2569;32903;0,0780779868097134;16H 0M 0S;0,94067410266541;2022-04-26 16:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"266";"David T. Denny International Middle School";"Go2Work_2400";1952;32903;0,0593258973345896;24H 0M 0S;1;2022-04-27 00:00:00;"Denny​";3;"9:30 a.m.";"4:20 p.m.";"Middle School";"Denny International Middle School";"2601 SW Kenyon St.";"Seattle, WA 98126";"2601 SW Kenyon St.,Seattle, WA 98126";2022-04-26 07:55:00;856;415;0,4848130841;3;0,003504672897;438;0,511682243;4;0,004672897196;104;0,1214953271;173;0,2021028037;228;0,2663551402;10;0,01168224299;100;0,1168224299;237;0,2768691589;186;0,2172897196;0;0;19;0,02219626168;21;0,02453271028;531;0,6203271028;0;0;4;0,004672897196;26;0,03037383178;12;0,01401869159;158;2,865970827e-05;670;0,7827102804;854;0,9976635514;837;0,9778037383;835;0,9754672897;325;0,3796728972;856;1;852;0,9953271028;830;0,9696261682;844;0,9859813084;698;0,8154205607;0,6539;0,6539;0,6544;0,6878;0,697841726618705;0,6798;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,36605;47,53135;"53033011401";88389,7291666667;"50-100K";2022-04-26 09:00:00
"267";"Dearborn Park International School";"Go2Work_0500";373;6906;0,0540110049232551;5H 0M 0S;0,0540110049232551;2022-04-26 05:00:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"268";"Dearborn Park International School";"Go2Work_0530";260;6906;0,0376484216623226;5H 30M 0S;0,0916594265855778;2022-04-26 05:30:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"269";"Dearborn Park International School";"Go2Work_0600";291;6906;0,0421372719374457;6H 0M 0S;0,133796698523023;2022-04-26 06:00:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"270";"Dearborn Park International School";"Go2Work_0630";359;6906;0,0519837822183608;6H 30M 0S;0,185780480741384;2022-04-26 06:30:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"271";"Dearborn Park International School";"Go2Work_0700";504;6906;0,0729800173761946;7H 0M 0S;0,258760498117579;2022-04-26 07:00:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"272";"Dearborn Park International School";"Go2Work_0730";781;6906;0,113090066608746;7H 30M 0S;0,371850564726325;2022-04-26 07:30:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"273";"Dearborn Park International School";"Go2Work_0800";653;6906;0,094555459021141;8H 0M 0S;0,466406023747466;2022-04-26 08:00:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"274";"Dearborn Park International School";"Go2Work_0830";966;6906;0,139878366637706;8H 30M 0S;0,606284390385172;2022-04-26 08:30:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"275";"Dearborn Park International School";"Go2Work_0900";329;6906;0,0476397335650159;9H 0M 0S;0,653924123950188;2022-04-26 09:00:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"276";"Dearborn Park International School";"Go2Work_1000";568;6906;0,0822473211699971;10H 0M 0S;0,736171445120185;2022-04-26 10:00:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"277";"Dearborn Park International School";"Go2Work_1100";529;6906;0,0766000579206487;11H 0M 0S;0,812771503040834;2022-04-26 11:00:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
"278";"Dearborn Park International School";"Go2Work_1200";153;6906;0,0221546481320591;12H 0M 0S;0,834926151172893;2022-04-26 12:00:00;"Dearborn Park​";3;"9:30 a.m.";"4 p.m.";"Elementary School";"Dearborn Park International Elementary";"2820 S Orcas St.";"Seattle, WA 98108";"2820 S Orcas St.,Seattle, WA 98108";2022-04-26 07:55:00;307;162;0,5276872964;4;0,01302931596;141;0,4592833876;3;0,009771986971;124;0,4039087948;64;0,2084690554;42;0,1368078176;2;0,00651465798;36;0,1172638436;36;0,1172638436;120;0,3908794788;0;0;14;0,04560260586;6;0,01954397394;168;0,5472312704;0;0;0;0;4;0,01302931596;0;0;32;6,36611529e-05;187;0,6091205212;306;0,996742671;293;0,9543973941;301;0,9804560261;139;0,4527687296;307;1;307;1;303;0,986970684;307;1;275;0,8957654723;0,5441;0,5441;0,5427;0,6037;0,706552706552707;0,6181;"Yes";"School-wide";"School-wide";2022-04-26 09:30:00;95;-122,296315;47,552265;"53033010401";71524,7;"50-100K";2022-04-26 09:00:00
